id,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,Bộ nhớ đệm,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Màn hình,Độ phân giải,Tần số quét,Độ phủ màu,Công nghệ màn hình,Card màn hình,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Webcam,Tính năng khác,Đèn bàn phím,Kích thước,Khối lượng tịnh,Chất liệu,Thông tin Pin,Công suất bộ sạc,Hệ điều hành,Thời điểm ra mắt,Khe đọc thẻ nhớ,Tản nhiệt,Màn hình cảm ứng
315909,Intel Core i7 Raptor Lake - 1355U,10,12,1.7GHz,N/A,12 MB,N/A,N/A,3200 MHz,32 GB,N/A,"13.3""",N/A,N/A,45% NTSC,N/A,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),N/A,1 x Thunderbolt 4 (hỗ trợ display/power delivery),Bluetooth 5.3,N/A,N/A,Đơn sắc - Màu trắng,Dài 306.9 mm - Rộng 208.4 mm - Dày 15.9 mm,1.22 kg,N/A,N/A,65 W,N/A,2023,Smart Card,,
321468,Intel Core Ultra 7 Meteor Lake - 155H,16,22,1.4GHz,N/A,24 MB,32 GB,LPDDR5X (Onboard),4800 MHz,32 GB,N/A,"14""",2.8K (2880 x 1800) - OLED 16:10,N/A,100% DCI-P3,Thời gian phản hồi 0.2 ms,Card tích hợp - Intel Arc Graphics,N/A,"2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)",Bluetooth 5.3,Full HD Webcam,N/A,Đơn sắc - Màu trắng,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm,1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",65 W,N/A,2023,,,
315952,Intel Core i5 Raptor Lake - 1335U,10,12,1.3GHz,N/A,12 MB,N/A,N/A,2666 MHz,16 GB,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB),"15.6""",N/A,N/A,45% NTSC,N/A,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,1 x USB 2.0,Bluetooth 5.3,N/A,,Không có đèn,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm,1.66 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2023,N/A,1 x Quạt,
310606,Intel Core i7 Raptor Lake - 13620H,10,16,2.4GHz,N/A,24 MB,N/A,N/A,5200 MHz,64 GB,N/A,"15.6""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 4070, 8 GB",N/A,1 x USB 2.0,N/A,N/A,MUX Switch,Đèn chuyển màu RGB - 4 vùng,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm,2.25 kg,N/A,N/A,200 W,N/A,2023,,2 quạt,
328125,Intel Core i7 Raptor Lake - 1355U,10,12,1.7GHz,N/A,12 MB,32 GB,LPDDR5X (Onboard),4800 MHz,Không hỗ trợ nâng cấp,N/A,"14""",N/A,N/A,100% sRGB,N/A,Card tích hợp - Intel Iris Xe Graphics,N/A,1 x Headphone/microphone combo,Bluetooth 5.3,Camera 5.0 MP,Security Guard,Đơn sắc - Màu trắng,Dài 317.5 mm - Rộng 226.9 mm - Dày 16.9 mm,1.48 kg,Vỏ kim loại - Nhôm,N/A,65 W,Windows 11 Pro,2023,,,N/A
329429,Intel Core i5 Raptor Lake - 13500H,12,16,2.6GHz,N/A,18 MB,N/A,N/A,5200 MHz,32 GB,512 GB SSD NVMe PCIe Gen 4.0,"16.1""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",Audio by B&O,1 x Headphone/microphone combo,Bluetooth 5.3,HP True Vision 1080p FHD camera,N/A,Đèn chuyển màu RGB - 1 vùng,Dài 369 mm - Rộng 259.4 mm - Dày 23.9 mm,2.31 kg,N/A,N/A,200 W,N/A,2024,,,
327408,Intel Core i7 Raptor Lake - 1355U,10,12,1.7GHz,N/A,12 MB,N/A,N/A,3200 MHz,32 GB,N/A,"15.6""",N/A,N/A,45% NTSC,N/A,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),N/A,1 x Headphone/microphone combo,Bluetooth 5.3,N/A,N/A,Đơn sắc - Màu trắng,Dài 359.4 mm - Rộng 233.9 mm - Dày 19.9 mm,1.72 kg,N/A,N/A,65 W,N/A,2023,,,
323583,AMD Ryzen 7 - 7840HS,8,16,3.8GHz,N/A,16 MB,32 GB,N/A,5600 MHz,64 GB,512 GB SSD NVMe PCIe Gen 4.0,"16.1""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",Audio by B&O,"1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",Bluetooth 5.3,Full HD Webcam,N/A,Đèn chuyển màu RGB - 1 vùng,Dài 369 mm - Rộng 259.4 mm - Dày 23.9 mm,2.33 kg,N/A,N/A,230 W,N/A,2023,,,
326829,AMD Ryzen 7 - 8840HS,8,16,3.3GHz,N/A,16 MB,N/A,LPDDR5 (Onboard),6400 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,"14""",2.8K (2880 x 1800) - OLED 16:10,N/A,100% DCI-P3,Thời gian phản hồi 0.2 ms,Card tích hợp - AMD Radeon Graphics,N/A,2 x USB Type-A,Bluetooth 5.3,Camera IR 5 MP,Màn hình gập 360 độ,Đơn sắc - Màu trắng,Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm,1.39 kg,N/A,"3-cell Li-ion, 59 Wh",65 W,N/A,2024,,,N/A
321191,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,N/A,12 MB,N/A,N/A,2666 MHz,16 GB,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),"15.6""",N/A,N/A,,N/A,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,1 x USB 2.0,N/A,N/A,,Không có đèn,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm,1.9 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2022,N/A,,
322098,AMD Ryzen 7 - 8845HS,8,16,3.8GHz,N/A,16 MB,N/A,N/A,5600 MHz,64 GB,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",N/A,1 x USB 2.0,Bluetooth 5.3,N/A,MUX Switch,Đèn chuyển màu RGB - 4 vùng,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm,2.25 kg,N/A,N/A,200 W,N/A,2024,,Cooler Boost 5,
328600,Intel Core Ultra 9 Meteor Lake - 185H,16,22,2.30 GHz,N/A,24 MB,32 GB,N/A,5600 MHz,64 GB,N/A,"16""",WQXGA+ (2560 x 1600) - OLED 16:10,N/A,100% DCI-P3,N/A,"Card rời - NVIDIA GeForce RTX 4070, 8 GB",Hệ thống âm thanh 6 loa,"1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)",Wi-Fi 7 (802.11be),Full HD Webcam,N/A,Đèn chuyển màu RGB - Per-Key,Dài 355.8 mm - Rộng 259.7 mm - Dày 19.95 mm,1.99 kg,Vỏ nhựa - nắp lưng bằng kim loại,N/A,280 W,N/A,2024,N/A,Cooler Boost 5,
328134,Intel Core Ultra 5 Meteor Lake - 125U,12,14,1.3GHz,N/A,12 MB,N/A,LPDDR5X (Onboard),6400 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","13.3""",N/A,N/A,100% sRGB,N/A,Card tích hợp - Intel Graphics,N/A,1 x Headphone/microphone combo,Bluetooth 5.3,Camera 5.0 MP,N/A,Đơn sắc - Màu trắng,Dài 301.7 mm - Rộng 214.8 mm - Dày 15.95 mm,1.17 kg,N/A,54.7 Wh,65 W,Windows 11 Pro,2024,,,
327896,AMD Ryzen 7 - 7435HS,8,16,3.1GHz,N/A,16 MB,N/A,N/A,4800 MHz,32 GB,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",N/A,N/A,100% sRGB,N/A,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",N/A,"1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",Bluetooth 5.3,N/A,MUX Switch,Đèn chuyển màu RGB - 1 vùng,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm,2.2 kg,N/A,N/A,240 W,N/A,2024,,,
309243,Intel Core i5 Raptor Lake - 1335U,10,12,1.3GHz,N/A,12 MB,N/A,N/A,2666 MHz,16 GB,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),"15.6""",N/A,N/A,,N/A,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Realtek Audio,1 x USB 2.0,N/A,N/A,,Không có đèn,Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 ~ 18.99 mm,1.66 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2023,N/A,,
313974,AMD Ryzen 7 - 7840HS,8,16,3.8GHz,N/A,16 MB,N/A,N/A,5600 MHz,32 GB,N/A,"16.1""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",Audio by B&O,"1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",Bluetooth 5.3,Full HD Webcam,N/A,Đèn chuyển màu RGB - 1 vùng,Dài 369 mm - Rộng 259.4 mm - Dày 23.9 mm,2.34 kg,N/A,N/A,200 W,N/A,2023,,,
284343,Intel Core i5 Alder Lake - 12450H,8,12,2GHz,N/A,12 MB,N/A,N/A,4800 MHz,32 GB,N/A,"15.6""",N/A,N/A,,N/A,"Card rời - NVIDIA GeForce RTX 3050Ti, 4 GB",Hi-Res certification,Thunderbolt 4,N/A,N/A,MUX Switch,Đơn sắc - Màu trắng,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm,2 kg,Vỏ nhựa - nắp lưng bằng kim loại,N/A,180 W,N/A,2022,,Quạt Arc Flow 84 cánh,
329334,AMD Ryzen AI 9 - HX 370,12,24,2GHz,N/A,24 MB,32 GB,LPDDR5X (Onboard),7500 MHz,Không hỗ trợ nâng cấp,N/A,"14""",2.8K (2880 x 1800) - OLED 16:10,N/A,100% DCI-P3,Chuẩn DisplayHDR True Black 600,Card tích hợp - AMD Radeon Graphics,N/A,1 x USB Type-C USB 4 (hỗ trợ DisplayPort và Power Delivery),Bluetooth 5.3,Full HD Webcam,N/A,Đèn chuyển màu RGB - 1 vùng,Dài 310.5 mm - Rộng 221.9 mm - Dày 13.9 mm,1.3 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",90 W,Windows 11 Home SL + Microsoft 365 Personal,2024,N/A,,
327902,Intel Core i7 Raptor Lake - 1355U,10,12,1.7GHz,N/A,12 MB,N/A,N/A,3200 MHz,64 GB,512 GB SSD NVMe PCIe Gen 4.0,"14""",N/A,N/A,45% NTSC,N/A,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort),Bluetooth 5.3,Full HD Webcam,N/A,Không có đèn,Dài 359 mm - Rộng 240 mm - Dày 20.44 mm,1.6 kg,N/A,N/A,65 W,N/A,2023,,,
328597,Intel Core Ultra 9 Meteor Lake - 185H,16,22,2.30 GHz,N/A,24 MB,64 GB,N/A,5600 MHz,96 GB,N/A,"18""",N/A,N/A,100% DCI-P3,Mini LED,"Card rời - NVIDIA GeForce RTX 4080, 12 GB",Hệ thống âm thanh 6 loa,"1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",Wi-Fi 7 (802.11be),Full HD Webcam,Mystic Light,Đèn chuyển màu RGB - Per-Key,Dài 399.99 mm - Rộng 289.67 mm - Dày 23.99 mm,2.89 kg,Nắp lưng và Chiếu nghỉ tay bằng hợp kim Nhôm-Magie,N/A,280 W,N/A,2024,N/A,Vapor Chamber Cooler,
318228,Apple M3 - Hãng không công bố,8,Hãng không công bố,100GB/s,Hãng không công bố,Hãng không công bố,N/A,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,N/A,"14.2""",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,,"Độ sáng XDR: toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR)",Card tích hợp - 10 nhân GPU,Hệ thống âm thanh 6 loa,MagSafe 3,Bluetooth 5.3,1080p FaceTime HD camera,N/A,Đơn sắc - Màu trắng,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm,1.55 kg,Vỏ nhôm tái chế 100%,Lên đến 22 giờ,70 W,macOS Sonoma,2023,N/A,,
327907,Intel Core Ultra 7 Meteor Lake - 155H,16,22,Hãng không công bố,N/A,24 MB,N/A,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,N/A,"13.4""",N/A,N/A,,Anti-Reflective,Card tích hợp - Intel Arc Graphics,Realtek Audio,2 x Thunderbolt 4 (hỗ trợ Power Delivery),Wi-Fi 7 (802.11be),N/A,N/A,Đơn sắc - Màu trắng,Dài 295.3 mm - Rộng 199 mm - Dày 15.3 mm,1.17 kg,Hợp kim Nhôm-Carbon,"3-cell, 55 Wh",60 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2024,,,N/A
329789,Intel Core Ultra 7 Meteor Lake - 155H,16,22,3.8GHz,N/A,24 MB,32 GB,N/A,5600 MHz,32 GB,"1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)","14""",2.8K (2880 x 1800),N/A,100% DCI-P3,N/A,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",N/A,1x Headphone-out,Wi-Fi 7 (802.11be),Full HD Webcam,N/A,Đơn sắc - Màu trắng,Dài 313.4 mm - Rộng 246.5 mm - Dày 18.95 mm,1.7 kg,Vỏ nhựa - nắp lưng bằng kim loại,N/A,140 W,N/A,2024,,,
329851,Intel Core 5 Raptor Lake - 120U,10,12,1.4GHz,N/A,12 MB,N/A,N/A,5200 MHz,16 GB,N/A,"14""",Full HD+,N/A,45% NTSC,Display with ComfortView,Card tích hợp - Intel Graphics,Realtek Audio,1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4),Bluetooth 5.3,Full HD Webcam,Màn hình gập 360 độ,Đơn sắc - Màu trắng,Dài 314 mm - Rộng 226.15 mm - Dày 18.9 mm,1.74 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,,N/A,,N/A
329852,Intel Core 7 Raptor Lake - 150U,10,12,Hãng không công bố,Turbo Boost 5.40 GHz,12 MB,N/A,N/A,5200 MHz,16 GB,N/A,"14""",Full HD+,N/A,45% NTSC,Display with ComfortView,Card tích hợp - Intel Graphics,Realtek Audio,1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4),Bluetooth 5.3,Full HD Webcam,Màn hình gập 360 độ,Đơn sắc - Màu trắng,Dài 314 mm - Rộng 226.15 mm - Dày 18.9 mm,1.71 kg,N/A,"4-cell, 64 Wh",65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2024,N/A,,N/A
327897,AMD Ryzen 7 - 8845HS,8,16,3.8GHz,N/A,16 MB,N/A,N/A,4800 MHz,32 GB,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",N/A,N/A,100% sRGB,N/A,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",N/A,"1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",Bluetooth 5.3,N/A,MUX Switch,Đèn chuyển màu RGB - 1 vùng,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm,2.2 kg,N/A,N/A,240 W,N/A,2024,,,
325002,Intel Core i7 Raptor Lake - 13700H,14,20,Hãng không công bố,N/A,24 MB,N/A,N/A,5200 MHz,Hãng không công bố,N/A,"16.1""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",Audio by B&O,"1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",Bluetooth 5.3,Full HD Webcam,N/A,Đèn chuyển màu RGB - 1 vùng,Dài 369 mm - Rộng 259.4 mm - Dày 23.9 mm,2.33 kg,N/A,N/A,230 W,N/A,20,,,
326864,Intel Core 7 Raptor Lake - 150U,10,12,Hãng không công bố,Turbo Boost 5.40 GHz,12 MB,N/A,N/A,5200 MHz,32 GB,N/A,"16""",N/A,N/A,100% sRGB,N/A,"Card rời - NVIDIA Geforce MX570A, 2 GB",Realtek Audio,1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4),Bluetooth 5.3,Full HD Webcam,N/A,Đơn sắc - Màu trắng,Dài 356.78 mm - Rộng 249.52 mm - Dày 17.37 mm,1.87 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2024,N/A,,
330165,Intel Core i5 Raptor Lake - 1334U,10,12,1.3GHz,N/A,12 MB,N/A,N/A,2666 MHz,16 GB,N/A,"15.6""",N/A,N/A,,N/A,Card tích hợp - Intel Iris Xe Graphics,N/A,1 x USB 2.0,N/A,N/A,N/A,Không có đèn,Dài 358.5 mm - Rộng 235.6 mm - Dày 19 mm,1.65 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2024,N/A,,
326833,Intel Core Ultra 7 Meteor Lake - 155U,12,14,1.7GHz,N/A,12 MB,32 GB,LPDDR5 (Onboard),6400 MHz,Không hỗ trợ nâng cấp,N/A,"14""",2.8K (2880 x 1800) - OLED 16:10,N/A,100% DCI-P3,Thời gian phản hồi 0.2 ms,Card tích hợp - Intel Graphics,N/A,"1 x USB Type-C (USB Power Delivery, DisplayPort 2.1)",Bluetooth 5.3,Camera IR 5 MP,Màn hình gập 360 độ,Đơn sắc - Màu trắng,Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm,1.39 kg,N/A,"3-cell Li-ion, 59 Wh",65 W,N/A,2024,,,N/A
325241,Intel Core i5 Raptor Lake - 1335U,10,12,Hãng không công bố,N/A,12 MB,N/A,N/A,2666 MHz,Không hỗ trợ nâng cấp,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB),"15.6""",N/A,N/A,45% NTSC,N/A,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,1 x USB 2.0,Bluetooth 5.3,N/A,,Không có đèn,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm,1.66 kg,N/A,N/A,65 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2023,N/A,,
328236,Snapdragon X Elite - X1E 78 100,12,12,Hãng không công bố,N/A,42 MB,32 GB,LPDDR5X (Onboard),8448 MHz,Không hỗ trợ nâng cấp,N/A,"15.6""",2.8K (2880 x 1620) - OLED,N/A,100% DCI-P3,Thời gian phản hồi 0.2 ms,Card tích hợp - Qualcomm Adreno GPU,N/A,"2 x USB Type-C with USB 4.0 (hỗ trợ DisplayPort, Power Delivery)",Wi-Fi 7 (802.11be),Full HD Webcam,N/A,Đèn chuyển màu RGB - 1 vùng,Dài 352.6 mm - Rộng 226.9 mm - Dày 15.9 mm,1.42 kg,N/A,"3-cell Li-ion, 70 Wh",90 W,N/A,2024,N/A,,
325583,Intel Core i7 Raptor Lake - 14700HX,20,28,Hãng không công bố,Turbo Boost 5.50 GHz,33 MB,32 GB,N/A,5600 MHz,96 GB,Hỗ trợ thêm 1 khe SSD NVMe PCIe Gen 5,"16""",QHD+ (2560 x 1600) 16:10,N/A,100% DCI-P3,N/A,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",2 x 2W Speaker,"1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)",Bluetooth 5.3,N/A,N/A,Đơn sắc - Màu trắng,Dài 359 mm - Rộng 266.44 mm - Dày 21.81 mm,2.38 kg,N/A,"4-cell, 65Wh",180 W,N/A,2024,,2 quạt,
327901,Intel Core i9 Raptor Lake - 13900HX,24,32,3.90 GHz,Turbo Boost 5.40 GHz,36 MB,N/A,N/A,4800 MHz,32 GB,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",N/A,N/A,100% sRGB,ComfortView Plus,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",Realtek Audio,1 x USB Type-C (hỗ trợ DisplayPort),N/A,N/A,,Đèn chuyển màu RGB - 4 vùng,Dài 357.26 mm - Rộng 274.52 mm - Dày 26.15 mm,2.81 kg,N/A,"6-cell Li-ion, 86 Wh",330 W,Windows 11 Home SL + Office Home & Student vĩnh viễn,2024,,,
326824,Intel Core Ultra 7 Meteor Lake - 155U,12,14,1.7GHz,N/A,12 MB,N/A,LPDDR5 (Onboard),6400 MHz,Không hỗ trợ nâng cấp,N/A,"14""",2.8K (2880 x 1800) - OLED 16:10,N/A,100% DCI-P3,Thời gian phản hồi 0.2 ms,Card tích hợp - Intel Graphics,N/A,2 x USB Type-A,Bluetooth 5.3,Camera IR 5 MP,Màn hình gập 360 độ,Đơn sắc - Màu trắng,Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm,1.39 kg,N/A,"3-cell Li-ion, 59 Wh",65 W,N/A,2024,,,N/A
327401,Intel Core i7 Raptor Lake - 13620H,10,16,2.4GHz,N/A,24 MB,N/A,N/A,5200 MHz,64 GB,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",N/A,N/A,45% NTSC,N/A,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",2 x 2W Speaker,"1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",Bluetooth 5.3,N/A,,Đèn chuyển màu RGB - 4 vùng,Dài 359.36 mm - Rộng 250.34 mm - Dày 22.9 mm,1.98 kg,Vỏ nhựa - nắp lưng bằng kim loại,N/A,120 W,N/A,2024,,Cooler Boost,
